,Object Number,Is Highlight,Is Timeline Work,Is Public Domain,Object ID,Gallery Number,Department,AccessionYear,Object Name,Title,Culture,Period,Dynasty,Reign,Portfolio,Constituent ID,Artist Role,Artist Prefix,Artist Display Name,Artist Display Bio,Artist Suffix,Artist Alpha Sort,Artist Nationality,Artist Begin Date,Artist End Date,Artist Gender,Artist ULAN URL,Artist Wikidata URL,Object Date,Object Begin Date,Object End Date,Medium,Dimensions,Credit Line,Geography Type,City,State,County,Country,Region,Subregion,Locale,Locus,Excavation,River,Classification,Rights and Reproduction,Link Resource,Object Wikidata URL,Metadata Date,Repository,Tags,Tags AAT URL,Tags Wikidata URL,lastTransfer,agentsTransfer
374,1991.27.1,0,0,1,437774,,European Paintings,1991.0,"Painting, predella",Christ and the Twelve Apostles,,,,,,16250,Artist, ,Taddeo di Bartolo,"Italian, Siena ca. 1362–1422 Siena", ,Taddeo di Bartolo,Italian,1362      ,1422      ,,http://vocab.getty.edu/page/ulan/500029513,https://www.wikidata.org/wiki/Q740231,ca. 1400,1395,1405,"Tempera on wood, gold ground",9 5/8 x 73 1/8 in. (24.4 x 185.7 cm),"Bequest of Lucy G. Moses, 1990",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/437774,https://www.wikidata.org/wiki/Q19912867,,"Metropolitan Museum of Art, New York, NY",Apostles|Christ|Men,http://vocab.getty.edu/page/aat/300343837|http://vocab.getty.edu/page/ia/901000087|http://vocab.getty.edu/page/aat/300025928,https://www.wikidata.org/wiki/Q43412|https://www.wikidata.org/wiki/Q642420|https://www.wikidata.org/wiki/Q8441,Bequest,Lucy G. Moses
375,1987.75,0,0,1,437784,,European Paintings,1987.0,Painting,Alexander the Great Rescued from the River Cydnus,,,,,,16252,Artist, ,Pietro Testa,"Italian, Lucca 1612–1650 Rome", ,"Testa, Pietro",Italian,1612      ,1650      ,,http://vocab.getty.edu/page/ulan/500015047,https://www.wikidata.org/wiki/Q2155480,ca. 1650,1645,1655,Oil on canvas,38 x 54 in. (96.5 x 137.2 cm),"Gift of Eula M. Ganz, in memory of Paul H. Ganz, 1987",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/437784,https://www.wikidata.org/wiki/Q19912554,,"Metropolitan Museum of Art, New York, NY",Soldiers|Alexander The Great|Male Nudes|Rivers|Bathing|Horses,http://vocab.getty.edu/page/aat/300185678|http://vocab.getty.edu/page/ulan/500280655|http://vocab.getty.edu/page/aat/300189568|http://vocab.getty.edu/page/aat/300008707|http://vocab.getty.edu/page/aat/300343854|http://vocab.getty.edu/page/aat/300250148,https://www.wikidata.org/wiki/Q4991371|https://www.wikidata.org/wiki/Q8409|https://www.wikidata.org/wiki/Q726|https://www.wikidata.org/wiki/Q40446|https://www.wikidata.org/wiki/Q4022|https://www.wikidata.org/wiki/Q327651,Gift,Eula M. Ganz
376,65.183.1,0,1,1,437788,600.0,European Paintings,1965.0,Painting,The Triumph of Marius,,,,,,16253,Artist, ,Giovanni Battista Tiepolo,"Italian, Venice 1696–1770 Madrid", ,"Tiepolo, Giovanni Battista",Italian,1696      ,1770      ,,http://vocab.getty.edu/page/ulan/500018523,https://www.wikidata.org/wiki/Q186202,1729,1729,1729,Oil on canvas,"Irregular painted surface, 220 x 128 5/8 in. (558.8 x 326.7 cm)","Rogers Fund, 1965",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/437788,https://www.wikidata.org/wiki/Q19911521,,"Metropolitan Museum of Art, New York, NY",Men|Women|Horses|Chariots,http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300025943|http://vocab.getty.edu/page/aat/300250148|http://vocab.getty.edu/page/aat/300212699,https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q467|https://www.wikidata.org/wiki/Q203788|https://www.wikidata.org/wiki/Q726,Purchase,Rogers Fund
377,37.165.1,0,0,1,437789,622.0,European Paintings,1937.0,"Painting, sketch",The Adoration of the Magi,,,,,,16253,Artist, ,Giovanni Battista Tiepolo,"Italian, Venice 1696–1770 Madrid", ,"Tiepolo, Giovanni Battista",Italian,1696      ,1770      ,,http://vocab.getty.edu/page/ulan/500018523,https://www.wikidata.org/wiki/Q186202,late 1750s,1757,1759,Oil on canvas,23 3/4 x 18 3/4 in. (60.3 x 47.6 cm),"Rogers Fund, 1937",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/437789,https://www.wikidata.org/wiki/Q19905125,,"Metropolitan Museum of Art, New York, NY",Madonna and Child|Adoration of the Magi|Angels,http://vocab.getty.edu/page/ia/901000052|http://vocab.getty.edu/page/ia/901000083|http://vocab.getty.edu/page/aat/300379004,https://www.wikidata.org/wiki/Q9309699|https://www.wikidata.org/wiki/Q488841|https://www.wikidata.org/wiki/Q235113,Purchase,Rogers Fund
378,1977.1.3,1,1,1,437790,622.0,European Paintings,1977.0,"Painting, sketch",Allegory of the Planets and Continents,,,,,,16253,Artist, ,Giovanni Battista Tiepolo,"Italian, Venice 1696–1770 Madrid", ,"Tiepolo, Giovanni Battista",Italian,1696      ,1770      ,,http://vocab.getty.edu/page/ulan/500018523,https://www.wikidata.org/wiki/Q186202,1752,1752,1752,Oil on canvas,73 x 54 7/8 in. (185.4 x 139.4 cm),"Gift of Mr. and Mrs. Charles Wrightsman, 1977",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/437790,https://www.wikidata.org/wiki/Q19911765,,"Metropolitan Museum of Art, New York, NY",Men|Male Nudes|Women|Female Nudes|Elephants|Horses,http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300189568|http://vocab.getty.edu/page/aat/300025943|http://vocab.getty.edu/page/aat/300189568|http://vocab.getty.edu/page/aat/300250160|http://vocab.getty.edu/page/aat/300250148,https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q40446|https://www.wikidata.org/wiki/Q467|https://www.wikidata.org/wiki/Q40446|https://www.wikidata.org/wiki/Q7378|https://www.wikidata.org/wiki/Q726,Gift,Mr. and Mrs. Charles Wrightsman
379,1980.363,0,1,1,437791,622.0,European Paintings,1980.0,"Painting, sketch for a ceiling painting",The Apotheosis of the Spanish Monarchy,,,,,,16253,Artist, ,Giovanni Battista Tiepolo,"Italian, Venice 1696–1770 Madrid", ,"Tiepolo, Giovanni Battista",Italian,1696      ,1770      ,,http://vocab.getty.edu/page/ulan/500018523,https://www.wikidata.org/wiki/Q186202,1760s,1760,1769,Oil on canvas,"Oval painted surface, 33 1/8 x 27 1/8 in. (84.1 x 68.9 cm)","Gift of Mr. and Mrs. Charles Wrightsman, 1980",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/437791,https://www.wikidata.org/wiki/Q19912230,,"Metropolitan Museum of Art, New York, NY",Eagles|Apollo|Jupiter,http://vocab.getty.edu/page/aat/300250049|http://vocab.getty.edu/page/ia/901000109|http://vocab.getty.edu/page/ia/901000166,https://www.wikidata.org/wiki/Q2092297|https://www.wikidata.org/wiki/Q37340|https://www.wikidata.org/wiki/Q4649,Gift,Mr. and Mrs. Charles Wrightsman
380,37.165.3,0,1,1,437792,622.0,European Paintings,1937.0,"Painting, sketch for a ceiling painting",The Apotheosis of the Spanish Monarchy,,,,,,16253,Artist, ,Giovanni Battista Tiepolo,"Italian, Venice 1696–1770 Madrid", ,"Tiepolo, Giovanni Battista",Italian,1696      ,1770      ,,http://vocab.getty.edu/page/ulan/500018523,https://www.wikidata.org/wiki/Q186202,1760s,1760,1769,Oil on canvas,"Oval painted surface, 32 1/8 x 26 1/8 in. (81.6 x 66.4 cm)","Rogers Fund, 1937",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/437792,https://www.wikidata.org/wiki/Q19912016,,"Metropolitan Museum of Art, New York, NY",Women|Putti|Sky,http://vocab.getty.edu/page/aat/300025943|http://vocab.getty.edu/page/aat/300250465|http://vocab.getty.edu/page/aat/300263064,https://www.wikidata.org/wiki/Q467|https://www.wikidata.org/wiki/Q284865|https://www.wikidata.org/wiki/Q527,Purchase,Rogers Fund
381,43.85.14,0,0,1,437793,600.0,European Paintings,1943.0,"Painting, monochrome",Allegorical Figure Representing Arithmetic,,,,,,10803216253,Artist|Artist,and| ,Girolamo Mengozzi (called Colonna)|Giovanni Battista Tiepolo,"Italian, Venetian, 1688–ca. 1766|Italian, Venice 1696–1770 Madrid", |and Workshop,"Mengozzi, Girolamo (called Colonna)|Tiepolo, Giovanni Battista",Italian|Italian,1688      |1696      ,1766      |1770      ,|,http://vocab.getty.edu/page/ulan/500013731|http://vocab.getty.edu/page/ulan/500018523,https://www.wikidata.org/wiki/Q3761207|https://www.wikidata.org/wiki/Q186202,1760,1760,1760,"Fresco, transferred to canvas",146 x 57 7/8 in. (370.8 x 147 cm),"Bequest of Grace Rainey Rogers, 1943",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/437793,https://www.wikidata.org/wiki/Q19911820,,"Metropolitan Museum of Art, New York, NY",Sculpture|Women|Allegory,http://vocab.getty.edu/page/aat/300047090|http://vocab.getty.edu/page/aat/300025943|http://vocab.getty.edu/page/aat/300055866,https://www.wikidata.org/wiki/Q860861|https://www.wikidata.org/wiki/Q467|https://www.wikidata.org/wiki/Q18535,Bequest,Grace Rainey Rogers
382,65.183.3,0,0,1,437794,600.0,European Paintings,1965.0,Painting,The Battle of Vercellae,,,,,,16253,Artist, ,Giovanni Battista Tiepolo,"Italian, Venice 1696–1770 Madrid", ,"Tiepolo, Giovanni Battista",Italian,1696      ,1770      ,,http://vocab.getty.edu/page/ulan/500018523,https://www.wikidata.org/wiki/Q186202,1725–29,1725,1729,Oil on canvas,"Irregular painted surface, 162 x 148  3/8 in. (411.5 x 376.9 cm)","Rogers Fund, 1965",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/437794,https://www.wikidata.org/wiki/Q19911502,,"Metropolitan Museum of Art, New York, NY",Battles|Soldiers|Horse Riding|Death,http://vocab.getty.edu/page/aat/300185692|http://vocab.getty.edu/page/aat/300185678|http://vocab.getty.edu/page/aat/300249313|http://vocab.getty.edu/page/aat/300151836,https://www.wikidata.org/wiki/Q178561|https://www.wikidata.org/wiki/Q4991371|https://www.wikidata.org/wiki/Q179226|https://www.wikidata.org/wiki/Q4,Purchase,Rogers Fund
383,65.183.2,0,1,1,437795,600.0,European Paintings,1965.0,Painting,The Capture of Carthage,,,,,,16253,Artist, ,Giovanni Battista Tiepolo,"Italian, Venice 1696–1770 Madrid", ,"Tiepolo, Giovanni Battista",Italian,1696      ,1770      ,,http://vocab.getty.edu/page/ulan/500018523,https://www.wikidata.org/wiki/Q186202,1725–29,1725,1729,Oil on canvas,"Irregular painted surface, 162 x 148 3/8 in. (411.5 x 376.9 cm)","Rogers Fund, 1965",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/437795,https://www.wikidata.org/wiki/Q19911487,,"Metropolitan Museum of Art, New York, NY",Soldiers|Men|Women|Horse Riding|Battles,http://vocab.getty.edu/page/aat/300185678|http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300025943|http://vocab.getty.edu/page/aat/300249313|http://vocab.getty.edu/page/aat/300185692,https://www.wikidata.org/wiki/Q4991371|https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q178561|https://www.wikidata.org/wiki/Q467|https://www.wikidata.org/wiki/Q179226,Purchase,Rogers Fund
384,1984.49,0,0,1,437796,622.0,European Paintings,1984.0,"Painting, grisaille",A Female Allegorical Figure,,,,,,16253,Artist, ,Giovanni Battista Tiepolo,"Italian, Venice 1696–1770 Madrid", ,"Tiepolo, Giovanni Battista",Italian,1696      ,1770      ,,http://vocab.getty.edu/page/ulan/500018523,https://www.wikidata.org/wiki/Q186202,ca. 1740–50,1740,1750,"Oil on canvas, gold ground","Oval, 32 x 24 7/8 in. (81.3 x 63.2 cm)","Gift of Mr. and Mrs. Charles Wrightsman, 1984",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/437796,https://www.wikidata.org/wiki/Q19905345,,"Metropolitan Museum of Art, New York, NY",Female Nudes|Allegory,http://vocab.getty.edu/page/aat/300189568|http://vocab.getty.edu/page/aat/300055866,https://www.wikidata.org/wiki/Q40446|https://www.wikidata.org/wiki/Q18535,Gift,Mr. and Mrs. Charles Wrightsman
385,43.85.15,0,0,1,437797,600.0,European Paintings,1943.0,"Painting, monochrome",Allegorical Figure Representing Geometry,,,,,,10803216253,Artist|Artist,and| ,Girolamo Mengozzi (called Colonna)|Giovanni Battista Tiepolo,"Italian, Venetian, 1688–ca. 1766|Italian, Venice 1696–1770 Madrid", |and Workshop,"Mengozzi, Girolamo (called Colonna)|Tiepolo, Giovanni Battista",Italian|Italian,1688      |1696      ,1766      |1770      ,|,http://vocab.getty.edu/page/ulan/500013731|http://vocab.getty.edu/page/ulan/500018523,https://www.wikidata.org/wiki/Q3761207|https://www.wikidata.org/wiki/Q186202,1760,1760,1760,"Fresco, transferred to canvas",146 x 57 7/8 in. (370.8 x 147 cm),"Bequest of Grace Rainey Rogers, 1943",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/437797,https://www.wikidata.org/wiki/Q19911814,,"Metropolitan Museum of Art, New York, NY",Sculpture|Female Nudes|Fish,http://vocab.getty.edu/page/aat/300047090|http://vocab.getty.edu/page/aat/300189568|http://vocab.getty.edu/page/aat/300266085,https://www.wikidata.org/wiki/Q860861|https://www.wikidata.org/wiki/Q40446|https://www.wikidata.org/wiki/Q152,Bequest,Grace Rainey Rogers
386,23.128,0,1,1,437798,600.0,European Paintings,1923.0,"Painting, ceiling decoration",The Glorification of the Barbaro Family,,,,,,16253,Artist, ,Giovanni Battista Tiepolo,"Italian, Venice 1696–1770 Madrid", ,"Tiepolo, Giovanni Battista",Italian,1696      ,1770      ,,http://vocab.getty.edu/page/ulan/500018523,https://www.wikidata.org/wiki/Q186202,ca. 1750,1745,1755,Oil on canvas,"Irregular oval, 96 x 183 3/4 in. (243.8 x 466.7 cm)","Anonymous Gift, in memory of Oliver H. Payne, 1923",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/437798,https://www.wikidata.org/wiki/Q19911582,,"Metropolitan Museum of Art, New York, NY",Men|Women|Putti|Sky,http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300025943|http://vocab.getty.edu/page/aat/300250465|http://vocab.getty.edu/page/aat/300263064,https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q467|https://www.wikidata.org/wiki/Q284865|https://www.wikidata.org/wiki/Q527,Gift,
387,43.85.16,0,0,1,437799,600.0,European Paintings,1943.0,"Painting, monochrome",Allegorical Figure Representing Grammar,,,,,,10803216253,Artist|Artist,and| ,Girolamo Mengozzi (called Colonna)|Giovanni Battista Tiepolo,"Italian, Venetian, 1688–ca. 1766|Italian, Venice 1696–1770 Madrid", |and Workshop,"Mengozzi, Girolamo (called Colonna)|Tiepolo, Giovanni Battista",Italian|Italian,1688      |1696      ,1766      |1770      ,|,http://vocab.getty.edu/page/ulan/500013731|http://vocab.getty.edu/page/ulan/500018523,https://www.wikidata.org/wiki/Q3761207|https://www.wikidata.org/wiki/Q186202,1760,1760,1760,"Fresco, transferred to canvas",146 x 57 7/8 in. (370.8 x 147 cm),"Bequest of Grace Rainey Rogers, 1943",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/437799,https://www.wikidata.org/wiki/Q19911815,,"Metropolitan Museum of Art, New York, NY",Women,http://vocab.getty.edu/page/aat/300025943,https://www.wikidata.org/wiki/Q467,Bequest,Grace Rainey Rogers
388,71.121,0,1,1,437800,622.0,European Paintings,1871.0,"Painting, sketch",The Investiture of Bishop Harold as Duke of Franconia,,,,,,16253,Artist, ,Giovanni Battista Tiepolo,"Italian, Venice 1696–1770 Madrid", ,"Tiepolo, Giovanni Battista",Italian,1696      ,1770      ,,http://vocab.getty.edu/page/ulan/500018523,https://www.wikidata.org/wiki/Q186202,ca. 1751–52,1751,1752,Oil on canvas,28 1/4 x 20 1/4 in. (71.8 x 51.4 cm),"Purchase, 1871",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/437800,https://www.wikidata.org/wiki/Q19911623,,"Metropolitan Museum of Art, New York, NY",Musical Instruments|Arches|Men|Bishops,http://vocab.getty.edu/page/aat/300041620|http://vocab.getty.edu/page/aat/300001062|http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300025756,https://www.wikidata.org/wiki/Q34379|https://www.wikidata.org/wiki/Q12277|https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q29182,Purchase,
389,43.85.13,0,0,1,437801,600.0,European Paintings,1943.0,"Painting, monochrome",Allegorical Figure Representing Metaphysics,,,,,,10803216253,Artist|Artist,and| ,Girolamo Mengozzi (called Colonna)|Giovanni Battista Tiepolo,"Italian, Venetian, 1688–ca. 1766|Italian, Venice 1696–1770 Madrid", |and Workshop,"Mengozzi, Girolamo (called Colonna)|Tiepolo, Giovanni Battista",Italian|Italian,1688      |1696      ,1766      |1770      ,|,http://vocab.getty.edu/page/ulan/500013731|http://vocab.getty.edu/page/ulan/500018523,https://www.wikidata.org/wiki/Q3761207|https://www.wikidata.org/wiki/Q186202,1760,1760,1760,"Fresco, transferred to canvas",146 x 57 7/8 in. (370.8 x 147 cm),"Bequest of Grace Rainey Rogers, 1943",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/437801,https://www.wikidata.org/wiki/Q19911817,,"Metropolitan Museum of Art, New York, NY",Sculpture|Female Nudes|Allegory,http://vocab.getty.edu/page/aat/300047090|http://vocab.getty.edu/page/aat/300189568|http://vocab.getty.edu/page/aat/300055866,https://www.wikidata.org/wiki/Q860861|https://www.wikidata.org/wiki/Q40446|https://www.wikidata.org/wiki/Q18535,Bequest,Grace Rainey Rogers
390,37.165.4,0,0,1,437802,,European Paintings,1937.0,"Painting, sketch for a ceiling painting",Neptune and the Winds,,,,,,16253,Artist, ,Giovanni Battista Tiepolo,"Italian, Venice 1696–1770 Madrid", ,"Tiepolo, Giovanni Battista",Italian,1696      ,1770      ,,http://vocab.getty.edu/page/ulan/500018523,https://www.wikidata.org/wiki/Q186202,1760s,1760,1769,Oil on canvas,"Round painted surface, 24 1/2 x 24 1/2 in. (62.2 x 62.2 cm)","Rogers Fund, 1937",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/437802,https://www.wikidata.org/wiki/Q19912533,,"Metropolitan Museum of Art, New York, NY",Jupiter|Neptune|Putti|Pluto,http://vocab.getty.edu/page/ia/901000166|http://vocab.getty.edu/page/ia/901000243|http://vocab.getty.edu/page/aat/300250465|http://vocab.getty.edu/page/ia/901001954,https://www.wikidata.org/wiki/Q4649|https://www.wikidata.org/wiki/Q3954|https://www.wikidata.org/wiki/Q284865|https://www.wikidata.org/wiki/Q152262,Purchase,Rogers Fund
391,37.165.2,0,1,1,437803,622.0,European Paintings,1937.0,"Painting, sketch",Saint Thecla Praying for the Plague-Stricken,,,,,,16253,Artist, ,Giovanni Battista Tiepolo,"Italian, Venice 1696–1770 Madrid", ,"Tiepolo, Giovanni Battista",Italian,1696      ,1770      ,,http://vocab.getty.edu/page/ulan/500018523,https://www.wikidata.org/wiki/Q186202,1758–59,1758,1759,Oil on canvas,32 x 17 5/8 in. (81.3 x 44.8 cm),"Rogers Fund, 1937",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/437803,https://www.wikidata.org/wiki/Q19905126,,"Metropolitan Museum of Art, New York, NY",Men|Women|Saints|Angels|God the Father,http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300025943|http://vocab.getty.edu/page/aat/300150555|http://vocab.getty.edu/page/aat/300379004|http://vocab.getty.edu/page/ia/901000593,https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q467|https://www.wikidata.org/wiki/Q186350|https://www.wikidata.org/wiki/Q43115|https://www.wikidata.org/wiki/Q235113,Purchase,Rogers Fund
392,43.85.12,0,0,1,437804,600.0,European Paintings,1943.0,Painting,Allegorical Figures Representing Virtue and Abundance,,,,,,16253,Artist, ,Giovanni Battista Tiepolo,"Italian, Venice 1696–1770 Madrid",and Workshop,"Tiepolo, Giovanni Battista",Italian,1696      ,1770      ,,http://vocab.getty.edu/page/ulan/500018523,https://www.wikidata.org/wiki/Q186202,1760,1760,1760,"Fresco, transferred to canvas",Diameter 114 in. (289.6 cm),"Bequest of Grace Rainey Rogers, 1943",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/437804,https://www.wikidata.org/wiki/Q19911818,,"Metropolitan Museum of Art, New York, NY",Female Nudes|Putti,http://vocab.getty.edu/page/aat/300189568|http://vocab.getty.edu/page/aat/300250465,https://www.wikidata.org/wiki/Q40446|https://www.wikidata.org/wiki/Q284865,Bequest,Grace Rainey Rogers
393,43.85.24,0,0,1,437805,,European Paintings,1943.0,"Painting, grisaille",Allegorical Figure Representing Fortitude,,,,,,16253,Artist,Workshop of,Giovanni Battista Tiepolo,"Italian, Venice 1696–1770 Madrid", ,"Tiepolo, Giovanni Battista",Italian,1696      ,1770      ,,http://vocab.getty.edu/page/ulan/500018523,https://www.wikidata.org/wiki/Q186202,1760,1760,1760,"Fresco, transferred to canvas","Oval, 45 5/8 x 33 1/2 in. (115.9 x 85.1 cm)","Bequest of Grace Rainey Rogers, 1943",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/437805,https://www.wikidata.org/wiki/Q19911771,,"Metropolitan Museum of Art, New York, NY",Women,http://vocab.getty.edu/page/aat/300025943,https://www.wikidata.org/wiki/Q467,Bequest,Grace Rainey Rogers
394,43.85.21,0,0,1,437806,,European Paintings,1943.0,"Painting, grisaille",Allegorical Figure Representing Prudence,,,,,,16253,Artist,Workshop of,Giovanni Battista Tiepolo,"Italian, Venice 1696–1770 Madrid", ,"Tiepolo, Giovanni Battista",Italian,1696      ,1770      ,,http://vocab.getty.edu/page/ulan/500018523,https://www.wikidata.org/wiki/Q186202,1760,1760,1760,"Fresco, transferred to canvas","Oval, 49 1/8 x 36 1/4 in. (124.8 x 92.1 cm)","Bequest of Grace Rainey Rogers, 1943",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/437806,https://www.wikidata.org/wiki/Q19911766,,"Metropolitan Museum of Art, New York, NY",Women|Mirrors|Allegory,http://vocab.getty.edu/page/aat/300025943|http://vocab.getty.edu/page/aat/300037682|http://vocab.getty.edu/page/aat/300055866,https://www.wikidata.org/wiki/Q467|https://www.wikidata.org/wiki/Q35197|https://www.wikidata.org/wiki/Q18535,Bequest,Grace Rainey Rogers
395,43.85.23,0,0,1,437807,,European Paintings,1943.0,"Painting, grisaille",Allegorical Figure Representing Temperance,,,,,,16253,Artist,Workshop of,Giovanni Battista Tiepolo,"Italian, Venice 1696–1770 Madrid", ,"Tiepolo, Giovanni Battista",Italian,1696      ,1770      ,,http://vocab.getty.edu/page/ulan/500018523,https://www.wikidata.org/wiki/Q186202,1760,1760,1760,"Fresco, transferred to canvas","Oval, 55 7/8 x 48 in. (141.9 x 121.9 cm)","Bequest of Grace Rainey Rogers, 1943",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/437807,https://www.wikidata.org/wiki/Q19911772,,"Metropolitan Museum of Art, New York, NY",Women,http://vocab.getty.edu/page/aat/300025943,https://www.wikidata.org/wiki/Q467,Bequest,Grace Rainey Rogers
396,43.85.22,0,0,1,437808,,European Paintings,1943.0,"Painting, grisaille","Allegorical Figure Representing a Virtue, Possibly Patriotism",,,,,,16253,Artist,Workshop of,Giovanni Battista Tiepolo,"Italian, Venice 1696–1770 Madrid", ,"Tiepolo, Giovanni Battista",Italian,1696      ,1770      ,,http://vocab.getty.edu/page/ulan/500018523,https://www.wikidata.org/wiki/Q186202,1760,1760,1760,"Fresco, transferred to canvas","Oval, 49 3/8 x 36 1/4 in. (125.4 x 92.1 cm)","Bequest of Grace Rainey Rogers, 1943",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/437808,https://www.wikidata.org/wiki/Q19911767,,"Metropolitan Museum of Art, New York, NY",Women|Allegory,http://vocab.getty.edu/page/aat/300025943|http://vocab.getty.edu/page/aat/300055866,https://www.wikidata.org/wiki/Q467|https://www.wikidata.org/wiki/Q18535,Bequest,Grace Rainey Rogers
397,43.85.18,0,0,1,437809,600.0,European Paintings,1943.0,"Painting, monochrome overdoor",Allegorical Figure Representing Africa,,,,,,16253,Artist, ,Giovanni Domenico Tiepolo,"Italian, Venice 1727–1804 Venice", ,"Tiepolo, Giovanni Domenico",Italian,1727      ,1804      ,,http://vocab.getty.edu/page/ulan/500025154,https://www.wikidata.org/wiki/Q435316,,1747,1804,"Fresco, transferred to canvas",32 1/4 x 42 3/4 in. (81.9 x 108.6 cm),"Bequest of Grace Rainey Rogers, 1943",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/437809,https://www.wikidata.org/wiki/Q19905333,,"Metropolitan Museum of Art, New York, NY",Female Nudes|Allegory,http://vocab.getty.edu/page/aat/300189568|http://vocab.getty.edu/page/aat/300055866,https://www.wikidata.org/wiki/Q40446|https://www.wikidata.org/wiki/Q18535,Bequest,Grace Rainey Rogers
398,43.85.20,0,0,1,437810,600.0,European Paintings,1943.0,"Painting, monochrome overdoor",Allegorical Figure Representing America,,,,,,16253,Artist, ,Giovanni Domenico Tiepolo,"Italian, Venice 1727–1804 Venice", ,"Tiepolo, Giovanni Domenico",Italian,1727      ,1804      ,,http://vocab.getty.edu/page/ulan/500025154,https://www.wikidata.org/wiki/Q435316,,1747,1804,"Fresco, transferred to canvas",32 1/4 x 42 3/4 in. (81.9 x 108.6 cm),"Bequest of Grace Rainey Rogers, 1943",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/437810,https://www.wikidata.org/wiki/Q19905332,,"Metropolitan Museum of Art, New York, NY",Female Nudes|Allegory|Alligators,http://vocab.getty.edu/page/aat/300189568|http://vocab.getty.edu/page/aat/300055866|http://vocab.getty.edu/page/aat/300252286,https://www.wikidata.org/wiki/Q40446|https://www.wikidata.org/wiki/Q18535|https://www.wikidata.org/wiki/Q530397,Bequest,Grace Rainey Rogers
399,43.85.17,0,0,1,437811,600.0,European Paintings,1943.0,"Painting, monochrome overdoor",Allegorical Figure Representing Asia,,,,,,16253,Artist, ,Giovanni Domenico Tiepolo,"Italian, Venice 1727–1804 Venice", ,"Tiepolo, Giovanni Domenico",Italian,1727      ,1804      ,,http://vocab.getty.edu/page/ulan/500025154,https://www.wikidata.org/wiki/Q435316,,1747,1804,"Fresco, transferred to canvas",32 1/4 x 41 3/4 in. (81.9 x 106 cm),"Bequest of Grace Rainey Rogers, 1943",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/437811,https://www.wikidata.org/wiki/Q19905346,,"Metropolitan Museum of Art, New York, NY",Women|Horses|Allegory,http://vocab.getty.edu/page/aat/300025943|http://vocab.getty.edu/page/aat/300250148|http://vocab.getty.edu/page/aat/300055866,https://www.wikidata.org/wiki/Q467|https://www.wikidata.org/wiki/Q726|https://www.wikidata.org/wiki/Q18535,Bequest,Grace Rainey Rogers
